Agent Name,Agent Address,Agent City,FY 20 Net Sales
KANE SHELL FOODMART,380 SOUTHBRIDGE ST,AUBURN,"$3,615,330.25"
AUBURNDALE SPIRITS,2102 COMMONWEALTH AV,AUBURNDALE,"$134,618.25"
STAR MKT 4568,2040 COMM  AVE,AUBURNDALE,"$333,460.75"
SPEEDWAY #2426,2370 COMM AVE,AUBURNDALE,"$584,211.50"
AUBURNDALE MARKET,345 AUBURN STREET,AUBURNDALE,"$1,261,279.75"
BEN'S POUR HOUSE,39 EAST MAIN STREET,AVON,"$19,159.00"
SHOOTERS,36 E MAIN ST,AVON,"$37,551.25"
VFW POST 8892,263 E MAIN ST,AVON,"$58,217.25"
AVON GAS AND SERVICE,284 E MAIN ST,AVON,"$125,255.25"
BIG JIMS LIQUORS,155 EAST MAIN ST,AVON,"$354,809.00"
A-1 MARKET,85 E MAIN ST,AVON,"$2,946,780.00"
TOWN FOOD MART,17 NORTH MAIN ST,AVON,"$3,118,171.75"
NASHOBA RESTAURANT,14 CENTRAL AVE,AYER,"$8,589.00"
AYER PACKAGE STORE,48 MAIN ST,AYER,"$34,489.75"
AYER GULF,20-30 PARK ST,AYER,"$104,528.00"
THE VINEYARD,63 PARK ST,AYER,"$131,156.00"
BARNUM  ROAD LIQUORS,1 BARNUM RD,AYER,"$163,272.50"
NASHOBA RESTAURANT,14 CENTRAL AVE,AYER,"$165,339.00"
DEVENS VARIETY STR,210 WEST MAIN STREET UNIT 12,AYER,"$343,786.75"
ALLTOWN FRESH  #769,28 HARVARD RD,AYER,"$378,099.75"
TINY'S RESTAURANT,2 GROTON-SCHOOL RD,AYER,"$385,867.75"
AYER GULF,20-30 PARK ST,AYER,"$507,562.75"
AYER SHOP AND SAVE,22 FITCHBURG RD,AYER,"$517,456.00"
JACK O'LANTERN,2 LITTLETON RD,AYER,"$561,244.50"
AYER CONVENIENCE,60 PARK STREET,AYER,"$565,419.50"
G W  ARCHER,70 MAIN ST,AYER,"$860,566.50"
AYER CONVENIENCE STORE,60 PARK STREET,AYER,"$1,089,201.25"
PAULINES VARIETY,67 E MAIN ST,AYER,"$1,871,010.50"
THIRSTY TURTLE PUB,15 CENTRAL ST,BALDWINVILLE,"$219,361.00"
VILLAGE LIQUOR & MINI MART,7 ELM ST,BALDWINVILLE,"$470,929.25"
CUMBERLAND #6687,35 ELM ST,BALDWINVILLE,"$1,889,880.75"
BARNSTABLE MARKET,3220 MAIN STREET,BARNSTABLE,"$132,638.25"
SEVEN G LIQUOR SHOP,990 RT 6A,BARNSTABLE,"$667,591.00"
MID CAPE SERVICE CENTER,2145 IYANNOUGH RD,BARNSTABLE,"$1,725,795.75"
HIGH TIDES SEAFOOD REST,2291 WEST STREET,BARRE,"$32,541.00"
BARRE FAMILY PHARMACY,547 SUMMER ST,BARRE,"$41,809.00"
THE UPPER DECK SPORTS BAR,377 STETSON RD,BARRE,"$92,593.50"
WHOLESOME FARMERS MARKET,596 SUMMER ST,BARRE,"$104,147.75"
QUABBIN PLAZA LIQUORS,578 SUMMER STREET,BARRE,"$370,587.25"
APPLEGREEN BARRE,2 SUMMER STREET,BARRE,"$496,845.50"
BRUSO LIQUOR MART,15 EXCHANGE ST,BARRE,"$526,873.25"
BARRE GENERAL STORE,540 VERNON AVENUE,BARRE,"$660,673.25"
VILLAGE MARKET,387 MAIN ST,BARRE,"$994,787.50"
MARKET PLACE ON THE COMMON,6 MOULTON ST,BARRE,"$2,054,097.50"
BECKET GENERAL STORE,3235 MAIN STREET,BECKET,"$5,350.00"
PAPA BOB'S,71 CHESTER RD,BECKET,"$24,430.00"
AMERICAN LEGION  #221,357 GREAT ROAD,BEDFORD,"$26,715.50"
SUNOCO GAS,180 GREAT RD,BEDFORD,"$55,169.50"
OLDE BEDFORD PACKAGE,297 GREAT RD,BEDFORD,"$360,604.00"
STOP & SHOP #088,337 GREAT ROAD,BEDFORD,"$376,297.75"
LINCOLN LIQUORS,156 GREAT ROAD,BEDFORD,"$538,305.50"
NOURIA #4007,358 GREAT RD,BEDFORD,"$1,064,578.25"
NORTHSIDE CONVENIENCE,44 NORTH RD,BEDFORD,"$1,505,371.75"
GREAT ROAD GULF,349 GREAT RD,BEDFORD,"$2,450,835.50"
MILL VALLEY GOLF LINKS,380 MILL VALLEY RD,BELCHERTOWN,"$39,210.50"
COUNTRY CROSSROADS,43 FEDERAL ST,BELCHERTOWN,"$54,624.00"
BELCHERTOWN VFW POST 8428,41 OLD PELHAM RD,BELCHERTOWN,"$115,872.00"
COLD SPRING DISC LIQUOR,8 PARK ST,BELCHERTOWN,"$195,815.25"
THE GRAPEVINE GRILLE,62 TURKEY HILL RD,BELCHERTOWN,"$299,041.00"
MCCARTHY'S PUB,5 EAST WALNUT ST,BELCHERTOWN,"$352,737.00"
YE OLDE GROG SHOPPE,32 DEPOT ST,BELCHERTOWN,"$386,081.25"
STOP & SHOP #435,40 GEORGE HANNUM STREET,BELCHERTOWN,"$662,066.50"
DIAMOND FOOD MART,1066 FEDERAL ST,BELCHERTOWN,"$882,327.25"
CHECKER'S GENERAL STORE,2 STADLER STREET,BELCHERTOWN,"$966,848.25"
PRIDE STATION & STORE,165 STATE STREET,BELCHERTOWN,"$1,370,863.00"
TOWN MART,10 FEDERAL ST,BELCHERTOWN,"$2,704,622.50"
ERNIE'S LIQUORS,191 MECHANIC STREET,BELLINGHAM,"$1,433.50"
BAMBOO EXPRESS,15 N MAIN ST,BELLINGHAM,"$3,290.00"
PETE'S BLUEBIRD,93 MENDON ST,BELLINGHAM,"$8,467.00"
BELLINGHAM VFW-7272,940 S MAIN ST,BELLINGHAM,"$48,472.00"
NOURIA ENERGY #1173,18 N MAIN STREET,BELLINGHAM,"$85,058.25"
FIELD'S WINE & SPIRITS,116 MECHANIC ST,BELLINGHAM,"$90,495.00"
GATEWAY LIQUORS,3 MECHANIC ST,BELLINGHAM,"$116,909.50"
STAR WINE & SPIRITS,250 HARTFORD AVE,BELLINGHAM,"$117,638.75"
NOURIA ENERGY #1174,300 HARTFORD AVE,BELLINGHAM,"$229,719.00"
ROCK N COAL PIZZA,799 SOUTH MAIN STREET,BELLINGHAM,"$238,787.00"
DENNY'S LIQUOR,110 PULASKI BLVD,BELLINGHAM,"$309,016.75"
BELLINGHAM SHELL,18 N MAIN STREET,BELLINGHAM,"$356,147.75"
PJ'S BAR & GRILL,191 MECHANIC STREET,BELLINGHAM,"$368,593.00"
MARKET BASKET #54,274 HARTFORD AVE,BELLINGHAM,"$379,487.25"
LIL GENERAL 20,61 SOUTH MAIN ST,BELLINGHAM,"$383,811.00"
SAV MORE CASH,220 SOUTH MAIN STREET,BELLINGHAM,"$386,412.00"
GRUMPY'S,190 PULASKI BLVD,BELLINGHAM,"$445,807.75"
VET'S PACKAGE STORE,240 S MAIN ST,BELLINGHAM,"$524,207.50"
RUSTY LANTERN MARKET #0310,310 PULASKI BLVD,BELLINGHAM,"$646,772.75"
STOP & SHOP #430,70 PULASKI BLVD,BELLINGHAM,"$672,943.00"
DEVLIN TAVERN,15 N MAIN STREET,BELLINGHAM,"$768,757.50"
SPEEDWAY #2475,199 HARTFORD AVE,BELLINGHAM,"$800,161.75"
CUMBERLAND #6755,297 PULASKI BLVD,BELLINGHAM,"$801,356.25"
CUMBERLAND #0110,459 HARTFORD AVE,BELLINGHAM,"$828,404.75"
VERC ENTERPRISES,300 HARTFORD AVE,BELLINGHAM,"$834,069.25"
LARRY'S PACKAGE STORE,264 N MAIN ST,BELLINGHAM,"$940,643.00"
AJ'S MINI MART,137 PULASKI BLVD,BELLINGHAM,"$1,043,090.75"
BELLINGHAM MOBIL INC,270 N MAIN ST,BELLINGHAM,"$1,089,940.50"
RICHDALE,417 PULASKI BLVD,BELLINGHAM,"$1,103,208.75"
MPG RAPID REFILL 123,205 MECHANIC ST,BELLINGHAM,"$1,175,173.50"
BELLINGHAM GROCERY,20 N MAIN STREET,BELLINGHAM,"$1,287,879.00"
PENGUIN CONVENIENCE,829 S MAIN ST,BELLINGHAM,"$1,317,864.50"
B P SHOP,1052 S MAIN ST,BELLINGHAM,"$1,821,645.75"
BOB'S BEER & WINE,220 PULASKI BLVD,BELLINGHAM,"$4,373,620.50"
HILLTOP FARMS,201 PULASKI BLVD,BELLINGHAM,"$9,054,070.75"
PLEASANT ST STAR K,368 PLEASANT ST,BELMONT,"$64,077.75"
WAVERLY SQUARE SERVICE,27 LEXINGTON ST,BELMONT,"$496,649.00"
BELMONT VARIETY,133 BELMONT ST,BELMONT,"$501,859.50"
STAR MKT 2583,535 TRAPELO RD,BELMONT,"$570,606.50"
NINETY THREE FOOD MART,1 CUSHING AVE,BELMONT,"$658,343.00"
BELMONT CONVENIENCE STORE,62 CONCORD AVENUE,BELMONT,"$784,326.25"
BELMONT VARIETY,133 BELMONT ST,BELMONT,"$1,234,435.00"
A & R MARKET,360 TRAPELO RD,BELMONT,"$1,928,113.75"
HANDY SPA,243 BELMONT STREET,BELMONT,"$2,245,226.25"
L C'S MARKET,326 TRAPELO ROAD,BELMONT,"$2,947,236.00"
AMERICAN LEGION POST 121,80 MYRICKS ST,BERKLEY,"$129,248.00"
THE COMMON CROSSING,11 N MAIN ST,BERKLEY,"$198,670.00"
BERKLEY FARMS,539 BERKLEY ST,BERKLEY,"$467,975.75"
PRESTIGE BERKLEY,11 N MAIN ST,BERKLEY,"$632,704.00"
NOURIA #4105,145 MYRICKS RD,BERKLEY,"$1,805,844.25"
BERLIN LIQUORS,3 BASSETT ROAD,BERLIN,"$113,409.50"
NOURIA ENERGY #1175,139 COOLIDGE STREET,BERLIN,"$180,854.00"
DAIGNEAULT'S LIQUORS,264 WEST ST,BERLIN,"$237,476.25"
BERLIN GENERAL STORE,19 CENTRAL STREET,BERLIN,"$271,595.00"
ENERGY NORTH #2121,265 CENTRAL STREET,BERLIN,"$442,329.25"
BERLIN EXXON,139 COOLIDGE STREET,BERLIN,"$614,765.00"
NOURIA #4005,64 RIVER RD WEST,BERLIN,"$789,121.00"
THE COUNTRY CORNER STORE,44 CHURCH ST,BERNARDSTON,"$959,700.00"
HARRIGAN'S CORK N CASK,37 WEST STREET,BEVERLY,$29.00
ITALIAN COMM CENTER,304 RANTOUL ST,BEVERLY,"$25,792.00"
E J CABOTS,282 CABOT STREET,BEVERLY,"$51,327.00"
GLORIA FOOD STORE,268 RANTOUL ST,BEVERLY,"$53,686.75"
JAY SQUARE,100 CUMMINGS CENTER SUITE 106K,BEVERLY,"$152,309.50"
DEPOT LIQUORS,23 ENON ST,BEVERLY,"$154,351.00"
BEVERLY LODGE #1309,39 BOW ST,BEVERLY,"$164,374.25"
JAY SQUARE,500 CUMMINGS CNTR #1640,BEVERLY,"$165,571.50"
FIBBER MCGEE'S,104 CABOT ST,BEVERLY,"$171,011.50"
HERMAN A SPEAR POST 331,3 JUDSON ST,BEVERLY,"$179,716.50"
WOODBERY FOOD MARKET,157 ESSEX STREET,BEVERLY,"$179,819.00"
JACOBS CORNER,278 RANTOUL ST,BEVERLY,"$179,902.00"
VITTORI-ROCCI POST56,143 BRIMBAL AVE,BEVERLY,"$254,954.50"
BEVERLY FRANCO AMERICAN CLUB,44 PARK ST,BEVERLY,"$270,880.00"
ELLIOTT BEER & WINE,242 ELLIOTT ST,BEVERLY,"$287,694.50"
BEVERLY SUPER PETROLEUM,61 CABOT ST,BEVERLY,"$291,468.00"
CORNER VARIETY STORE,84 HALE ST,BEVERLY,"$327,159.00"
STOP & SHOP #032,RT 1A ENON ST,BEVERLY,"$332,835.25"
UNION CLUB,141 CABOT ST,BEVERLY,"$336,567.50"
RYAL SIDE LIQUORS,146 BRIDGE ST,BEVERLY,"$387,515.50"
IR FUEL,491 CABOT ST,BEVERLY,"$407,458.25"
CHRISPY'S LIQUORS,335 RANTOUL ST,BEVERLY,"$427,679.25"
BEVERLY GAS & MARKET,443 ESSEX STREET,BEVERLY,"$442,618.75"
SPEEDWAY #2451,38 ENON ST,BEVERLY,"$478,719.75"
SPEEDWAY #2450,295 CABOT ST,BEVERLY,"$499,770.75"
STOP & SHOP #081,224 ELLIOTT ST,BEVERLY,"$502,254.50"
CABOT CONVENIENCE,389 CABOT STREET,BEVERLY,"$692,458.75"
SHAWS 4496,71 DODGE ST,BEVERLY,"$717,740.50"
FAST FREDDIES,44 DODGE ST,BEVERLY,"$721,898.25"
CROSSING CORNER MARKET,43 BECKFORD ST,BEVERLY,"$819,075.50"
BEVERLY SUNOCO,131 BRIMBAL AVE,BEVERLY,"$848,628.00"
ANCHOR PUB & GRILLE,20 CABOT ST,BEVERLY,"$894,278.00"
SONNYS MOBIL,453 ESSEX ST,BEVERLY,"$908,953.50"
BORAHS CONVENIENCE,175 RANTOUL ST,BEVERLY,"$925,566.25"
MPG #120,RTE 128 N REST AREA,BEVERLY,"$979,849.00"
CABOT CONVENIENCE,389 CABOT STREET,BEVERLY,"$1,009,229.00"
ONE STOP MARKET,174 RANTOUL ST,BEVERLY,"$1,183,467.25"
T D FAMILY MARKET,409 CABOT STREET,BEVERLY,"$1,205,264.50"
SCHOONER HANNAH BEER & WINE,52 CABOT STREET,BEVERLY,"$1,214,212.50"
ONE STOP MARKET,311 CABOT ST,BEVERLY,"$1,658,630.00"
BEVERLY FOOD MART,1 DODGE ST,BEVERLY,"$1,946,296.00"
QUICK MART,246 ELLIOT STREET,BEVERLY,"$3,040,610.00"
BEVERLY SHOP N GO,199 ESSEX ST,BEVERLY,"$4,434,524.50"
CASA DE GREEK,15 MIDDLESEX TURNPIKE,BILLERICA,"$10,246.00"
EAST BILLERICA SHELL,320 SALEM ROAD,BILLERICA,"$62,488.00"
PURPLE BAMBOO RESTAURANT,265 BOSTON RD,BILLERICA,"$84,299.00"
ROUTE 3A SHELL,760 BOSTON RD,BILLERICA,"$114,313.50"
JADE PACIFIC RESTAURANT,770 BOSTON ROAD,BILLERICA,"$131,520.50"
COUNTRY CLUB OF BILLERICA,51 BALDWIN ROAD,BILLERICA,"$163,769.50"
GEORGIO'S LIQUORS,480 BOSTON RD,BILLERICA,"$221,522.50"
JP BEER AND WINE,326 SALEM ROAD,BILLERICA,"$228,588.00"
CENTER CAFE,432 BOSTON RD,BILLERICA,"$246,776.25"
JIM'S QUICK STOP,502 BOSTON RD,BILLERICA,"$276,938.75"
129 LIQUORS,252 SALEM RD,BILLERICA,"$282,624.00"
PIZZA MIA,758 BOSTON ROAD,BILLERICA,"$294,112.75"
BILLERICA SMOKE SHOP,480 BOSTON RD #108,BILLERICA,"$366,314.75"
OCONNOR TRUE VALUE HARDWARE,446 BOSTON RD,BILLERICA,"$423,458.00"
PINEHURST TAVERN,786 BOSTON ROAD,BILLERICA,"$457,746.00"
MARKET BASKET #07,700 BOSTON ROAD,BILLERICA,"$464,092.75"
TOWNE WINE & SPIRITS,"700 BOSTON ROAD, UNIT 11",BILLERICA,"$489,034.50"
GAS CITY,221 ANDOVER RD,BILLERICA,"$502,988.50"
PURPLE BAMBOO RESTAURANT,265 BOSTON RD,BILLERICA,"$535,110.00"
LODGE OF ELKS #2071,14 WEBB BROOK ROAD,BILLERICA,"$552,606.75"
AUGUSTA LIQUORS,599 BOSTON ROAD,BILLERICA,"$573,396.25"
NEWTOWNE GRILLE,838 BOSTON RD,BILLERICA,"$593,688.25"
MARKET BASKET #17,496 BOSTON ROAD,BILLERICA,"$646,367.75"
ALLTOWN #2743,1 REPUBLIC RD,BILLERICA,"$896,857.25"
STELIOS FAMILY RESTAURANT,293 BOSTON ROAD,BILLERICA,"$908,270.50"
PACE,261 BOSTON ROAD,BILLERICA,"$964,461.50"
BOSTON RD MOBIL,441 BOSTON RD,BILLERICA,"$1,021,805.00"
BELL FOOD MART,852 BOSTON RD,BILLERICA,"$1,138,501.50"
FILL N CHILL,653 BOSTON RD,BILLERICA,"$1,245,007.25"
TURNPIKE MOBIL,612 MIDDLESEX TPK,BILLERICA,"$1,285,844.00"
JIM'S QUICK STOP,502 BOSTON RD,BILLERICA,"$1,313,951.25"
SHOP N GO,326 SALEM ROAD,BILLERICA,"$1,399,610.00"
DELI MART,258 SALEM RD,BILLERICA,"$1,468,309.25"
7-ELEVEN 11510-D,826 BOSTON ROAD,BILLERICA,"$1,887,010.25"
ONE STOP,722 BOSTON ROAD,BILLERICA,"$2,384,641.75"
ONE BRIDLE MARKET,1 BRIDLE RD,BILLERICA,"$2,426,742.50"
THE WALKER'S PUB,88 CANAL STREET,BLACKSTONE,"$55,457.00"
MILLERVILLE MEN'S CLUB,8 LLOYD ST,BLACKSTONE,"$67,435.50"
ROAST HOUSE,3 FARM ST,BLACKSTONE,"$130,825.00"
BLACKSTONE PARK N SHOP,2 MAIN ST,BLACKSTONE,"$131,300.75"
IMPERIAL PARK & SHOP,2 MAIN ST,BLACKSTONE,"$272,611.00"
MAIN ST DISCOUNT LIQUORS,157 MAIN ST,BLACKSTONE,"$301,621.50"
EMMANUEL MART,63 MAIN ST,BLACKSTONE,"$342,379.50"
THRIFTY DISCOUNT LIQUORS,97 MAIN ST,BLACKSTONE,"$376,889.50"
CUMBERLAND #0190,1 MAIN ST,BLACKSTONE,"$766,319.00"
D & H VARIETY,1210  SOCIAL STREET,BLACKSTONE,"$1,069,025.00"
ANDERSON'S VARIETY,266 BLACKSTONE ST,BLACKSTONE,"$1,272,698.00"
RICHDALE,114 MAIN ST,BLACKSTONE,"$1,333,974.75"
FAMILY GROCER,202 MAIN ST,BLACKSTONE,"$1,398,647.50"
BLACKSTONE SMOKE SHOP,2 MAIN ST,BLACKSTONE,"$2,342,114.00"
ALLTOWN #851,29 1 WEST MASS PIKE,BLANDFORD,"$285,182.75"
ALLTOWN #850,29 1 EAST MASS PIKE,BLANDFORD,"$300,851.75"
DAIGNEAULT'S LIQUORS,25 FORBUSH MILL RD,BOLTON,"$38,427.00"
FOTINI'S,544 WATTAQUADOCK HILL RD,BOLTON,"$49,523.00"
COUNTRY CUPBOARD INC,476 MAIN ST,BOLTON,"$1,213,474.50"
ST MARYS LYCEUM INC,3036 HIGH ST,BONDSVILLE,"$219,646.50"
CONVENIENCE PLUS #3714,86 S MAIN ST,BONDSVILLE,"$877,062.50"
MARTINS NEWS SHOP,700 ATLANTIC AVE,BOSTON,$300.00
EOM NEWSSTAND,201 WASHINGTON ST,BOSTON,$607.00
MARTINS NEWS SHOP,1 LINCOLN STREET,BOSTON,"$1,279.00"
VALS PLACE,10 CAUSEWAY ST,BOSTON,"$2,101.00"
MARTINS NEWS SHOP,500 BOYLSTON ST,BOSTON,"$2,177.00"
A & Q'S PLACE,19 STANIFORD ST,BOSTON,"$2,764.00"
PATRIOT NEWS,31 ST JAMES AVE-S160,BOSTON,"$2,772.00"
MARTINS NEWS SHOP,ONE FEDERAL ST,BOSTON,"$2,815.00"
KANG'S CORNER,56 B GAINSBOROUGH ST,BOSTON,"$2,822.00"
THE PURPLE HEART CAFE,25 NEW SUDBURY STREET,BOSTON,"$2,909.00"
MG NEWS BOSTON,ONE FINANCIAL CENTER,BOSTON,"$3,117.00"
MARTINS NEWS SHOP,197 CLARENDON ST,BOSTON,"$3,608.00"
POUR HOUSE BAR/GRILL,909 BOYLSTON ST,BOSTON,"$4,400.00"
MARTINS NEWS SHOP,75 ARLINGTON ST,BOSTON,"$4,751.00"
MARTINS NEWS SHOP,53 STATE ST,BOSTON,"$4,767.00"
MARTINS NEWS SHOP,1 IRON ST,BOSTON,"$4,857.00"
MARTINS NEWS SHOP,200 CLARENDON ST,BOSTON,"$5,778.00"
MARTINS NEWS SHOP,75-101 FEDERAL ST,BOSTON,"$5,824.00"
MARTINS NEWS SHOP,125 HIGH STREET,BOSTON,"$7,178.00"
ODB LIQUORS,732 HUNTINGTON AVE,BOSTON,"$7,638.00"
METRO CONVENIENCE,253 SUMMER ST,BOSTON,"$7,648.00"
RICK'S PLACE,1 ASHBURTON PLACE,BOSTON,"$7,842.00"
CITY CONVENIENCE #05,700 ALBANY ST,BOSTON,"$7,944.00"
MASS CONVENTION CENTER,415 SUMMER STREET,BOSTON,"$8,488.00"
MARTINS NEWS SHOP,ONE BEACON ST,BOSTON,"$9,742.00"
CLARENDON WINE CO,563 BOYLSTON ST,BOSTON,"$9,891.00"
CONGRESS CARD,230 CONGRESS ST,BOSTON,"$10,781.00"
H-H CONVENIENCE STORE,423 WASHINGTON ST (T STATION),BOSTON,"$10,905.00"
COURT SQUARE SMOKE SHOP,15 COURT SQ,BOSTON,"$11,990.00"
7-ELEVEN 33445-B,200 SEAPORT BLVD,BOSTON,"$12,302.00"
MARTINS NEWS SHOP,2 SOUTH STATION,BOSTON,"$12,975.00"
PATRIOT NEWS,1 INTERNATIONAL PL,BOSTON,"$14,663.00"
GLOBAL NEWSSTAND,100 HUNTINGTN AVE- K002B,BOSTON,"$15,767.50"
SNACK N PLAY,15 NEW SUDBURY ST,BOSTON,"$16,227.00"
NEW MING,1102 WASHINGTON ST,BOSTON,"$28,998.50"
NOBLE ROMA'S PIZZA,249 RUGGLES STREET,BOSTON,"$42,413.00"
WINE CAVE,75 CANAL STREET,BOSTON,"$48,105.25"
RICHDALE,4 PARK PLAZA,BOSTON,"$51,022.50"
SAIGON PHARMACY,1167 A DORCHESTER AVENUE,BOSTON,"$59,894.00"
MING'S SUPERMARKET,1102 WASHINGTON ST,BOSTON,"$61,719.75"
SAGARINO'S MARKET,106 SOUTH ST,BOSTON,"$72,293.25"
MARLBORO MARKET,45 MASS AVENUE,BOSTON,"$77,468.25"
BROAD STREET PAULIE'S,64 BROAD ST,BOSTON,"$82,192.50"
STATE STREET EXPY,208 WASH ST MBTA STA,BOSTON,"$86,584.50"
CAPPY'S CORNER,90A WESTLAND AVE,BOSTON,"$89,199.50"
HOLLYWOOD MARKET,137 PEARL STREET,BOSTON,"$91,031.25"
GIORGIANA'S,532 TREMONT ST,BOSTON,"$93,459.75"
MARTINIS  NEWS SHOP,325 HANOVER ST,BOSTON,"$114,007.75"
QUICK PICK CONVENIENCE BEER & WINE,971 TREMONT STREET,BOSTON,"$128,459.50"
TREMONT MARKET DELI,682 A TREMONT STREET,BOSTON,"$134,649.00"
BOSTON SMOKE SHOP & CONVE,334 DORCHESTER STREET,BOSTON,"$146,804.25"
FOOD BASKET,563 COLUMBUS AVE,BOSTON,"$149,550.00"
DARA'S WINE & LIQUORS,750 HUNTINGTON AVE,BOSTON,"$152,020.75"
CAFFE PARADISO,255-253 HANOVER ST,BOSTON,"$152,165.50"
FENWAY MARKET,76 KILMARNOCK STREET,BOSTON,"$185,871.75"
HUNTINGTON MARKET,818 HUNTINGTON AVE,BOSTON,"$188,529.00"
BROTHERS MINI MARKET,802 A TREMONT STREET,BOSTON,"$207,555.75"
7-ELEVEN,717 BOYLSTON ST,BOSTON,"$211,369.75"
BEACON HILL MARKET,55 ANDERSON ST,BOSTON,"$213,159.75"
FORT POINT MARKET,369 CONGRESS ST,BOSTON,"$214,246.00"
TOP SHELF,161 CHARLES ST,BOSTON,"$234,235.50"
NORTH STATION LIQUORS,103 CAUSEWAY STREET,BOSTON,"$242,658.50"
COMMONWEALTH MOBIL,850 COMMONWEALTH AVE,BOSTON,"$263,084.25"
CORNER CAFE INC,87 PRINCE ST,BOSTON,"$263,214.00"
GOLDEN GOOSE MARKET,179 COMMERCIAL ST,BOSTON,"$278,510.50"
STAR MARKET #3696,90 CAUSEWAY STREET,BOSTON,"$286,391.00"
BIDDY EARLY'S,141 PEARL STREET,BOSTON,"$309,532.00"
WINTER ST ENTERPRISE,31  WINTER ST,BOSTON,"$312,946.75"
COMMONWEALTH MARKET,1090 COMMONWEALTH AV,BOSTON,"$323,710.50"
SULGRAVE NEWS II,80 ARCH STREET,BOSTON,"$326,728.00"
SIMMONS LIQUOR,210 CAMBRIDGE STREET,BOSTON,"$328,040.25"
KOK WA,8A TYLER ST,BOSTON,"$330,719.25"
BOSTON NEWS CAFE EXPRESS,20 WINTHROP SQ,BOSTON,"$331,217.50"
JOBI LIQUORS INC,170 CAMBRIDGE ST,BOSTON,"$331,338.75"
ELL-BERN SERVICE,584 COLUMBUS AVENUE,BOSTON,"$335,744.75"
QUALITY MART INC,21 MASS AVE,BOSTON,"$339,016.50"
RICHDALE FOOD SHOP,23 BEACON ST,BOSTON,"$342,177.75"
HUNTINGTON MARKET,818 HUNTINGTON AVE,BOSTON,"$354,509.00"
GET-N-GO,563 COLUMBUS AVE,BOSTON,"$355,538.00"
7-ELEVEN 33392-C,125 TREMONT ST,BOSTON,"$367,974.00"
LAMBERT MARKETPLACE,140 TREMONT ST,BOSTON,"$369,335.75"
BNC MARKET,226 WASHINGTON ST,BOSTON,"$376,065.50"
CORNER PUB OF CHINATOWN,162 LINCOLN STREET,BOSTON,"$398,451.75"
W & A AGAIN,1250 BOYLSTON ST,BOSTON,"$406,124.75"
TOWNE CONVENIENCE,40 BOYLSTON STREET,BOSTON,"$410,964.75"
7-ELEVEN 33467-A,1747 WASHINGTON ST,BOSTON,"$418,391.50"
TAI TUNG PHARMACY,258 HARRISON AVE,BOSTON,"$427,727.00"
ADAM'S CONVENIENT,120 BLACKSTONE ST,BOSTON,"$437,434.25"
7-ELEVEN 37369,141 MASS AVE,BOSTON,"$464,070.50"
QUICK PICK CONVENIENCE,973 TREMONT ST,BOSTON,"$472,167.50"
KEY WORKS,235 A WASHINGTON ST,BOSTON,"$520,817.00"
KASHVI SHENAYA VARIETY,8 BEACON ST,BOSTON,"$522,296.25"
MASS AVE SUN MART,895 MASS AVE,BOSTON,"$524,209.00"
BOB'S GROCERY STORE,160 ENDICOTT ST,BOSTON,"$529,045.25"
CHOICE FOOD STORE,181 MASS AVE,BOSTON,"$545,617.50"
D & K,26 KNEELAND STREET,BOSTON,"$554,333.50"
UNDERGROUND T,126 TREMONT ST,BOSTON,"$602,953.00"
7-ELEVEN 35659-A,3 CENTER PLAZA,BOSTON,"$610,500.50"
BOSTON BAZAAR,100 HAMMOND STREET,BOSTON,"$614,453.00"
7-ELEVEN 37423,177 STATE ST,BOSTON,"$616,779.75"
7-ELEVEN 37344,717 BOYLSTON ST,BOSTON,"$625,970.25"
7-ELEVEN 32457-C,55 BERKLEY ST,BOSTON,"$631,970.00"
GIOVANNIS MARKET,624 COLUMBUS AVE,BOSTON,"$666,583.25"
ALMANY MARKET,1053-1055 TREMONT STREET,BOSTON,"$677,995.75"
7-ELEVEN 33615,532 COMMONWEALTH AVE,BOSTON,"$683,591.75"
PATRIOT NEWS,350 LONGWOOD AVE,BOSTON,"$683,829.25"
SYMPHONY MARKET,1130 BOYLSTON STREET,BOSTON,"$689,624.75"
TREMONT VARIETY,283 TREMONT ST,BOSTON,"$696,790.75"
SNACKS EXPRESS,60 SOUTH ST,BOSTON,"$700,341.50"
CASA CUONG,629 TREMONT ST,BOSTON,"$700,489.75"
7-ELEVEN 33519-E,103 STATE ST,BOSTON,"$710,529.00"
7-ELEVEN 32476,91-99 CAUSWAY ST,BOSTON,"$728,386.25"
VENICE CONVENIENCE,38 COOPER ST,BOSTON,"$749,919.50"
WEST END MARKET,74 STANIFORD ST,BOSTON,"$779,222.00"
7-ELEVEN 33362-C,10 MILK ST,BOSTON,"$788,080.25"
7-ELEVEN 32442-B,722 HUNTINGTON AVE,BOSTON,"$791,703.25"
TREMONT MARKET,748 TREMONT ST UNIT C-1,BOSTON,"$795,507.75"
SALEM MARKET,170 SALEM STREET,BOSTON,"$844,252.50"
HEMENWAY VARIETY,95 WESTLAND AVE,BOSTON,"$866,250.75"
OLIVER ST VARIETY,2 OLIVER ST,BOSTON,"$875,081.75"
STAR MKT 2576,33 KILMARNOCK ST,BOSTON,"$891,248.25"
7-ELEVEN 32480-B,8 PARK PLAZA,BOSTON,"$893,640.75"
7-ELEVEN 32463,252 W NEWTON ST,BOSTON,"$925,177.00"
