Agent Name,Agent Address,Agent City,FY 17 Net Sales
MOBIL,1995 WINTHROP ST,N DIGHTON,"$456,162.50"
MT HOPE VILLAGE LIQUORS,102 LINCOLN AVENUE,N DIGHTON,"$541,146.00"
EASTHAM SHELL,4565 STATE HWY,N EASTHAM,"$249,063.25"
NAUSET MARKET,5030 STATE HIGHWAY,N EASTHAM,"$323,112.25"
VILLAGE GREEN GENERAL STORE,50 BRACKET RD     #4,N EASTHAM,"$709,985.00"
RITE AID 10181,690 DEPOT STREET,N EASTON,"$68,870.75"
SUNDELLS,76 MAIN STREET,N EASTON,"$92,322.00"
ROCHE BROS #116,25 WASHINGTON ST,N EASTON,"$649,637.75"
UNION VILLA,190 WASHINGTON ST,N EASTON,"$815,424.25"
WILD HARBOR GENERAL STORE,200 OLD MAIN RD,N FALMOUTH,"$31,757.00"
7-ELEVEN 37415,279 OLD MAIN RD,N FALMOUTH,"$229,796.50"
HOLLY PARK VARIETY,580-A NO FALMOUTH,N FALMOUTH,"$299,492.50"
VILLAGE PANTRY,372 N FALMOUTH HWY,N FALMOUTH,"$911,438.00"
GRAFTON PIZZA,204 WORCESTER STREET #4,N GRAFTON,"$82,377.00"
FIVE STAR LIQUORS,197 WORCESTER ST,N GRAFTON,"$291,079.25"
NEW ULTRAMART CONVENIENCE,215 WORCESTER STREET,N GRAFTON,"$554,000.25"
OLD POST OFFICE PUB,1 RAY ST,N GRAFTON,"$658,891.00"
CUMBERLAND #6746,217 WORCESTER ST,N GRAFTON,"$1,105,280.00"
LAKE RIPPLE XTRA MART,87 WORCESTER RD,N GRAFTON,"$1,441,709.50"
THE HATFIELD PUB,312 WEST ST,N HATFIELD,"$309,954.50"
OXFORD MARKET,676 NORTH MAIN STREET,N OXFORD,"$32,221.25"
PINE RIDGE COUNTRY CLUB,28 PLEASANT ST,N OXFORD,"$310,236.50"
MEIJA ASIAN CUISINE,24 LEICESTER ST,N OXFORD,"$314,933.50"
NO OXFORD XTRA MART,93 SOUTHBRIDGE RD,N OXFORD,"$676,467.00"
NOURIA #4020,138 SOUTHBRIDGE ST,N OXFORD,"$898,166.00"
CUMBERLAND #0203,200 SOUTHBRIDGE RD,N OXFORD,"$1,057,653.00"
PERIWINKLES PUB & RESTAURANT,206 SOUTHBRIDGE ST,N OXFORD,"$1,061,391.50"
SOUTH SHORE CHECK CASH,416 HANCOCK ST,N QUINCY,"$48,903.50"
RITE AID 10171,475 HANCOCK ST,N QUINCY,"$125,305.50"
DANNY'S HARDWARE,53 BILLINGS ROAD,N QUINCY,"$182,906.00"
HANNAFORD #8018,475 HANCOCK ST,N QUINCY,"$227,550.50"
REAGLE BEAGLE LIQUORS,385 HANCOCK ST,N QUINCY,"$235,102.50"
CADDY MARINE CORP LEAGUE,111 NEWBURY AVENUE,N QUINCY,"$235,726.00"
ROBERT I NICKERSON POST,20 MOON ISLAND ROAD,N QUINCY,"$251,099.50"
CAPTAIN FISHBONES,332 VICTORY ROAD,N QUINCY,"$255,074.00"
BEST WESTERN ADAMS INN,29 HANCOCK STREET,N QUINCY,"$263,167.25"
THE CHANTEY AT MARINA BAY,333 VICTORY RD,N QUINCY,"$401,783.75"
TEDESCHI  #339,751 E SQUANTUM ST,N QUINCY,"$479,046.75"
TOBACCO TREASURES III,1776 HERITAGE DRIVE,N QUINCY,"$596,960.25"
BIG Y #102,475 HANCOCK ST,N QUINCY,"$667,094.75"
KIM MARKET,161 NEWBURY AVE,N QUINCY,"$705,930.00"
SPEEDWAY #2510,238 HANCOCK ST,N QUINCY,"$730,494.50"
ATLANTIC MARKET & LIQUOR,243-247 ATLANTIC ST,N QUINCY,"$808,138.50"
7-ELEVEN 37465,751 E SQUANTUM ST,N QUINCY,"$1,038,357.00"
THE IRISH PUB,51 BILLINGS RD,N QUINCY,"$1,086,317.00"
RED APPLE FOOD SHOP,48 BILLINGS ROAD,N QUINCY,"$1,661,096.00"
MULLANEY'S VARIETY,205 W SQUANTUM ST,N QUINCY,"$1,665,838.75"
7-ELEVEN 32471-B,363 HANCOCK ST,N QUINCY,"$1,886,812.25"
STOP & SHOP #020,65 NEWPORT AVE,N QUINCY,"$1,955,123.25"
SAMS VARIETY,125 BILLINGS RD,N QUINCY,"$2,613,036.50"
CHRISTOPHER CLUB,250 MAIN ST,N READING,"$107,131.25"
NEW ENGLAND BEVERAGE,160 MAIN ST,N READING,"$156,703.00"
ONE STOP LIQUORS,265 MAIN ST-UNIT #2,N READING,"$176,178.50"
EAST GATE LIQUORS,20 C MAIN ST,N READING,"$227,507.75"
GREAT AMERICAN TAVERN,303 MAIN STREET,N READING,"$252,052.75"
TEDESCHI  #416,202 NORTH STREET,N READING,"$270,464.00"
RYERS STORE,162 PARK STREET,N READING,"$273,621.25"
N READING LODGE OF MOOSE,140 NORTH STREET,N READING,"$541,496.50"
SPORTS SPIRITS AND STEAKS,178 MAIN STREET,N READING,"$619,460.50"
SPEEDWAY #2418,231 MAIN ST,N READING,"$798,569.00"
STOP & SHOP #2406,265 MAIN ST,N READING,"$894,077.50"
RT 28 LUCKY MART,202 NORTH STREET,N READING,"$1,273,135.25"
CHRISTOPHERS MARKET,2 WASHINGTON ST,N READING,"$1,338,028.00"
28 CONVENIENCE STORE,4 LOWELL ROAD 1,N READING,"$2,064,135.00"
7-ELEVEN 30238-C,237 MAIN ST,N READING,"$2,094,800.75"
CONVENIENCE PLUS,7 MAIN ST,N READING,"$2,448,254.00"
KITTY'S RESTAURANT,123 MAIN ST,N READING,"$3,530,818.00"
UXBRIDGE PROGRESSIVE CLB,18 WHITIN STREET,N UXBRIDGE,"$293,278.25"
UXBRIDGE FOOD MART,2 WEST HARTFORD AVE,N UXBRIDGE,"$754,624.00"
THE CLIFF HANGER,220 BRIDGE ST,N WEYMOUTH,"$198,799.00"
KELLY'S LANDING,159 BRIDGE ST,N WEYMOUTH,"$223,794.00"
MACY'S BEACHWAY LIQUORS,701 BRIDGE ST,N WEYMOUTH,"$265,022.75"
7-ELEVEN 37411,11 SEA ST,N WEYMOUTH,"$272,277.75"
QUICK 6 DISCOUNT LIQUORS,321 BRIDGE ST,N WEYMOUTH,"$311,397.25"
THE MOORING BAR & GRILL,117 BRIDGE STREET,N WEYMOUTH,"$388,787.00"
TEDESCHI  #309,259 BRIDGE ST,N WEYMOUTH,"$575,012.25"
CATHAY CENTER RESTAURANT,203 BRIDGE ST,N WEYMOUTH,"$949,789.50"
METRO CONVENIENCE,230 BRIDGE ST,N WEYMOUTH,"$1,110,552.25"
7-ELEVEN 37411,11 SEA ST,N WEYMOUTH,"$1,899,178.25"
KELLEY GREENS AT NAHANT,ONE WILLOW RD,NAHANT,"$83,925.25"
NAHANT MARKET,271 CASTLE ROAD,NAHANT,"$542,864.25"
SEASIDE VARIETY,141 NAHANT RD,NAHANT,"$670,902.00"
RICHLAND CONVENIENCE STORE,332 NAHANT ROAD,NAHANT,"$728,007.25"
TIDES AT NAHANT,2B WILSON RD,NAHANT,"$1,145,162.25"
THE ISLANDER,15 OLD SOUTH RD,NANTUCKET,"$37,795.25"
VFW POST 8608,22 NEW SOUTH ROAD,NANTUCKET,"$77,684.00"
SALVADOREAN MINIMART,63 B OLD SOUTH ROAD,NANTUCKET,"$117,141.00"
ISLAND VARIETY,59 OLD SOUTH ROAD,NANTUCKET,"$138,022.25"
DAN'S PHARMACY,110 PLEASANT ST,NANTUCKET,"$181,258.50"
OLD SOUTH LIQUORS,2 LOVERS LANE,NANTUCKET,"$203,585.50"
MID ISLAND FUEL,41 SPARKS AVE,NANTUCKET,"$224,789.00"
STOP & SHOP #2413,9 SALEM ST,NANTUCKET,"$393,313.75"
CUMBERLAND #2280,115 ORANGE ST,NANTUCKET,"$401,001.25"
HATCHS PACKAGE,133 ORANGE ST,NANTUCKET,"$413,315.25"
AIRPORT GAS STATION,10 AIRPORT RD,NANTUCKET,"$523,092.00"
OLD SOUTH MARKET,57 OLD SOUTH RD,NANTUCKET,"$566,913.75"
ISLAND PHARMACY,122 PLEASANT STREET,NANTUCKET,"$591,158.75"
CAROLINA'S MINI MARKET,3 HANNABEE LN,NANTUCKET,"$678,708.50"
CUMBERLAND #6736,30 SPARKS AVE,NANTUCKET,"$869,424.25"
STOP & SHOP #2415,31 SPARKS AVE,NANTUCKET,"$871,848.25"
THE MUSE,44 SURFSIDE RD,NANTUCKET,"$1,344,602.50"
LUCKY EXPRESS,13 WEST CREEK RD,NANTUCKET,"$4,817,557.25"
SOUTH NATICK GULF,9 ELIOT ST,NATICK,"$21,859.00"
WELL COME ASIAN MARKET,4 WETHERSFIELD RD,NATICK,"$23,324.50"
D & L WINE COMPANY,4 SOUTH AVENUE,NATICK,"$28,268.50"
SPEEDWAY #2471,194 W CENTRAL ST,NATICK,"$47,218.25"
AUSTIN LIQUORS TOO,212 N MAIN STREET,NATICK,"$52,451.00"
NATICK WINE & SPIRITS,7 WATSON ST,NATICK,"$115,926.25"
NATICK LODGE #1425,95 SPEEN ST,NATICK,"$171,946.25"
SPEEDWAY #2507,207 WORCESTER ST,NATICK,"$190,082.50"
JONES DRUG INC,7 MAIN ST,NATICK,"$198,190.50"
NATICK VFW POST 1274,113 WEST CENTRAL ST,NATICK,"$233,643.00"
KENTUCKY SPIRITS,17 WASHINGTON ST,NATICK,"$286,908.00"
SPEEDWAY #2434,230 WORCESTER RD,NATICK,"$301,223.50"
7-ELEVEN 37418,54-58 E CENTRAL ST,NATICK,"$408,831.50"
SEVEN DAYS,251 WEST CENTRAL ST,NATICK,"$449,013.50"
ALLTOWN #859,117 6 EAST MASS PIKE,NATICK,"$488,570.25"
7-ELEVEN 34390-A,172 N MAIN ST,NATICK,"$705,046.50"
STOP & SHOP #006,829 WORCESTER ST,NATICK,"$735,752.75"
ROCHE BROS #105,150 WEST CENTRAL ST,NATICK,"$740,234.25"
7-ELEVEN 37418,54-58 E CENTRAL ST,NATICK,"$866,801.75"
AMVETS POST #79,79 SUPERIOR DRIVE,NATICK,"$893,171.00"
HONEY FARMS #55,61 SOUTH MAIN ST,NATICK,"$1,018,653.50"
HAPPY CORNER,1245 WORCESTER ST,NATICK,"$1,337,031.75"
THE C STORE,319 N MAIN ST,NATICK,"$1,501,315.25"
J CONVENIENCE STORE,229 NORTH MAIN ST,NATICK,"$2,125,168.50"
J&D CONVENIENT,179 W CENTRAL ST,NATICK,"$2,300,524.75"
DAILY MART,2 MILL ST,NATICK,"$2,413,972.00"
THE DEPOT STORE,30 CHARLES ST,NEEDHAM,"$36,160.00"
7-ELEVEN 32485,845 HIGHLAND AVE,NEEDHAM,"$153,235.25"
VILLAGE CLUB,83 MORTON STREET,NEEDHAM,"$195,452.50"
ROCHE BROS #102,377 CHESTNUT ST,NEEDHAM,"$243,574.00"
SPEEDWAY #2472,207 HIGHLAND AVE,NEEDHAM,"$467,376.50"
FERNANDES CONVENIENCE,399 GREAT PLAIN AVE,NEEDHAM,"$477,430.75"
SUDBURY FARMS #209,1177 HIGHLAND AVE,NEEDHAM,"$577,165.50"
GREAT PLAIN AVE MOBIL,1111 GREAT PLAIN AVE,NEEDHAM,"$597,504.25"
7-ELEVEN 36044-H,173 CHESTNUT ST,NEEDHAM,"$699,813.50"
TEDESCHI #234,168 GARDEN ST,NEEDHAM,"$843,578.75"
7-ELEVEN 37505,168 GARDEN ST,NEEDHAM,"$989,987.00"
7-ELEVEN 32485,845 HIGHLAND AVE,NEEDHAM,"$1,688,927.25"
BRENNAN'S SMOKE SHOP,189 POPES ISLAND,NEW BEDFORD,$101.00
GREEN MILES CONVENIENCE,305 ASHLEY BLVD,NEW BEDFORD,$206.00
MSLC NEW BEDFORD  INST,200 THEODORE RICE BVD,NEW BEDFORD,"$1,000.00"
AMARALS  MARKET,488 BELLEVILLE AVE,NEW BEDFORD,"$3,904.00"
PAYLESS CONVENIENCE,274 CEDAR ST,NEW BEDFORD,"$6,060.25"
SHOOTERS BILLIARDS,2112 ACUSHNET AVENUE,NEW BEDFORD,"$6,423.00"
MA'S DONUT,1972 ACUSHNET AVE,NEW BEDFORD,"$8,755.00"
CORNER SPORTS STORE,319 HATHAWAY BLVD,NEW BEDFORD,"$19,906.00"
FERNANDOS SPORTS BAR,116 COUNTY ST,NEW BEDFORD,"$23,753.00"
GREEN MILES CONVENIENCE STORE,305 ASHLEY BLVD,NEW BEDFORD,"$25,047.25"
GREEN MILES CONVENIENCE,305 ASHLEY BLVD,NEW BEDFORD,"$25,720.50"
LUCKY 7 GROCERY,639 COUNTY STREET,NEW BEDFORD,"$35,240.75"
7-ELEVEN 37361,951 BROCK AVE,NEW BEDFORD,"$46,350.00"
SPEEDWAY #2508,1783 ACUSHNET AVE,NEW BEDFORD,"$59,124.75"
CAFE ROMA,3371 ACUSHNET AVENUE,NEW BEDFORD,"$64,808.25"
LIBADS BAR AND GRILLE,578 BROCK AVE,NEW BEDFORD,"$69,806.50"
RO-ART LIQUORS,21 RODNEY FRENCH,NEW BEDFORD,"$71,044.50"
XAVIER MARKET INC,290 N FRONT ST,NEW BEDFORD,"$81,274.00"
RITE AID 10209,1207 ACUSHNET AVE,NEW BEDFORD,"$81,973.50"
VASCO DA GAMA RESTAURANT,86 DARTMOUTH ST,NEW BEDFORD,"$88,131.50"
JOE  & PERKY'S,2907 ACUSHNET AVE,NEW BEDFORD,"$91,151.75"
RITE AID 10206,565 MILL STREET,NEW BEDFORD,"$93,422.25"
RED J'S LOUNGE,24 CLIFFORD ST,NEW BEDFORD,"$96,717.50"
BOA VIDA IMPORTS,2243 PURCHASE ST,NEW BEDFORD,"$100,837.50"
LE PLACE,20 KENYON ST,NEW BEDFORD,"$106,487.50"
CONVENIENT MART,117 DURFEE STREET,NEW BEDFORD,"$107,971.25"
MEE HONG RESTAURANT,120 COVE ST,NEW BEDFORD,"$109,647.75"
WASHINGTON CLUB,90 DAVID ST,NEW BEDFORD,"$110,177.00"
AMBIANCE PARK CAFE,369 RIVET ST,NEW BEDFORD,"$111,475.00"
THE BUTCHER SHOP,123 DARTMOUTH ST,NEW BEDFORD,"$111,553.75"
BILLY BOY CANDIES,732 MT. PLEASANT ST,NEW BEDFORD,"$115,624.25"
D & S MINI MART,158 LIBERTY STREET,NEW BEDFORD,"$118,289.75"
SHAWMUT PACKAGE STORE,558 SHAWMUT AVENUE,NEW BEDFORD,"$122,760.50"
RITE AID 10207,1383 COVE ROAD,NEW BEDFORD,"$126,526.75"
ZULLY'S WINE & SPIRITS,1240 KEMPTON ST,NEW BEDFORD,"$141,249.75"
SOUTHSIDE ANNIES,114 COVE STREET,NEW BEDFORD,"$143,160.50"
DIPPER CAFE,1367 PURCHASE ST,NEW BEDFORD,"$143,996.25"
LOYAL ORDER OF MOOSE,119 ROCKDALE AVE,NEW BEDFORD,"$143,997.50"
HI LO GAS,116 ASHLEY BLVD,NEW BEDFORD,"$145,525.25"
WESSAM VARIETY STORE,1851 ACUSHNET AVE,NEW BEDFORD,"$154,812.75"
PORTUGUESE SPORTS CL,56 DELANO ST,NEW BEDFORD,"$155,310.00"
HUNGRY WHALE PUB,674 PLEASANT ST,NEW BEDFORD,"$156,690.75"
FRIENDLY FRUIT,2301 PURCHASE ST,NEW BEDFORD,"$169,609.25"
CIDADE'S SERVICE STATION,57 RODNEY FRENCH BLV,NEW BEDFORD,"$170,387.25"
EXPOS LIQUORS,281 COUNTY ST,NEW BEDFORD,"$170,581.75"
BROCK AVE MARKET,629 BROCK AVE,NEW BEDFORD,"$174,489.75"
BIZARRO FOODMART,554 KEMPTON STREET,NEW BEDFORD,"$177,529.50"
RITE AID 10208,2170 ACUSHNET AVE,NEW BEDFORD,"$178,009.75"
JOE'S CONVENIENCE STORE,131 ACUSHNET AVE,NEW BEDFORD,"$181,770.75"
SEA SIDE WINE & SPIRITS,37 ROCKDALE AVE,NEW BEDFORD,"$183,287.25"
R & B LIQUORS,189 BELLEVILLE AVE,NEW BEDFORD,"$184,687.25"
DOUGLAS WINE & SPIRITS,1024 KINGS HIGHWAY,NEW BEDFORD,"$186,421.00"
RITE AID 10205,824 PURCHASE ST,NEW BEDFORD,"$187,287.75"
N & W CONVENIENCE MART,433 BELLEVILLE AVENUE,NEW BEDFORD,"$188,165.75"
CENTRAL LIQUORS,1847 ACUSHNET AVE,NEW BEDFORD,"$189,393.50"
TRIO LIQUORS,928 BELLEVILLE AVENUE,NEW BEDFORD,"$196,207.25"
COUNTY STREET LIQUOR STORE,113 COUNTY STREET,NEW BEDFORD,"$196,575.00"
SEABRA FOODS,41 ROCKDALE AVE,NEW BEDFORD,"$197,592.50"
LEGENDS SPORTS PUB,78 COVELL ST,NEW BEDFORD,"$204,332.75"
CARVALHOS VARIETY STORE,1700 ACUSHNET AVENUE,NEW BEDFORD,"$214,580.00"
GEORGES CIGARS,527A CHURCH ST,NEW BEDFORD,"$222,526.25"
CONTINENTAL MARKET,243 SAWYER ST,NEW BEDFORD,"$229,380.50"
GARDEN REST & BAR,32 BARKERS LANE,NEW BEDFORD,"$237,888.00"
M & C RESTAURANT,436 BELLVILLE AVE,NEW BEDFORD,"$238,809.00"
CEDAR CONVENIENCE PLUS,377 CEDAR ST,NEW BEDFORD,"$238,837.50"
WM H CARNEY LODGE #200,293 COTTAGE ST,NEW BEDFORD,"$254,725.00"
PEOPLES LIQUOR,446 DARTMOUTH ST,NEW BEDFORD,"$263,840.75"
HATHAWAY SERVICE STATION,36 HATHAWAY ROAD,NEW BEDFORD,"$266,715.25"
ST ELIAS MINI MARKET,75 RIVET STREET,NEW BEDFORD,"$275,251.75"
AA FOOD MARKET,1575 PURCHASE ST,NEW BEDFORD,"$279,210.75"
FIRST BASE CAFE,38 COVE STREET,NEW BEDFORD,"$301,159.75"
LUCKY 7 FOOD MART,190 WELD ST,NEW BEDFORD,"$306,383.75"
ROYAL 7 FOOD & DELI,606 SUMMER ST,NEW BEDFORD,"$306,978.75"
TILIA'S CAFE & RESTUARANT,1623 ACUSHNET AVE,NEW BEDFORD,"$307,408.25"
BELLEVILLE DISCOUNT GASOLINE,535 BELLEVILLE AVENUE #D,NEW BEDFORD,"$315,003.50"
VFW POIRER POST,281 APPLETON ST,NEW BEDFORD,"$327,140.50"
COVE BEVERAGE,104 COVE ST,NEW BEDFORD,"$329,054.00"
DESI FOOD MART,714 ASHLEY BLVD,NEW BEDFORD,"$345,585.25"
ZULLY'S WINE & SPIRITS,1240 KEMPTON STREET,NEW BEDFORD,"$350,068.25"
AMERICAS MARKET,1502 ACUSHNET AVE,NEW BEDFORD,"$351,569.75"
MARK'S BEVERAGE,642 COUNTY ST,NEW BEDFORD,"$364,599.75"
CINDERELLAS KITCHEN,769 ASHLEY BLVD,NEW BEDFORD,"$369,859.50"
LEBEAU'S TAVERN,65 TARKILN RD,NEW BEDFORD,"$376,836.75"
FRIENDLY LIQUORS,1567 ACUSHNET AVE,NEW BEDFORD,"$385,953.50"
ALLEN STREET CONVENIENCE,282 ALLEN ST,NEW BEDFORD,"$395,119.50"
SUNSHINE COFFEE DONUTS,535 C BELLEVILLE AVENUE,NEW BEDFORD,"$396,208.50"
NEW CAPE VERDEAN BAND,185 ACUSHNET AVE,NEW BEDFORD,"$402,510.75"
STOP N SAVE,518 UNION ST,NEW BEDFORD,"$403,837.00"
COUNTY STREET CONVENIENCE,133 COUNTY ST,NEW BEDFORD,"$409,898.25"
DANNYS SEAFOOD REST,574 NO FRONT ST,NEW BEDFORD,"$411,975.50"
PENNYS VARIETY,181 ARNOLD ST,NEW BEDFORD,"$414,260.00"
EXPOS II,309 DARTMOUTH ST,NEW BEDFORD,"$419,842.75"
FREITAS PACKAGE STORE,1295 COVE ROAD,NEW BEDFORD,"$422,867.00"
PARK SPORTS CAFE,329 RIVET ST,NEW BEDFORD,"$428,294.75"
FINEST LIQUORS,889 ASHLEY BLVD,NEW BEDFORD,"$443,198.75"
D&S MINI MART II,478 KEMPTON STREET,NEW BEDFORD,"$444,310.25"
DEMELLO'S MARKET INC,1275 COVE RD,NEW BEDFORD,"$444,605.00"
BOM APETITE,703 BELLEVILLE AVE,NEW BEDFORD,"$445,330.75"
SUNSTAR GROCERY,639 COUNTY ST,NEW BEDFORD,"$450,449.00"
MSLC NEW BEDFORD C.S.,200 THEODORE RICE BVD,NEW BEDFORD,"$452,601.00"
7-ELEVEN 33287-B,1499 ACUSHNET AVE,NEW BEDFORD,"$454,295.50"
CLUB SPORT MADEIRENSE,1626 ACUSHNET AVE,NEW BEDFORD,"$460,329.25"
CORNER STORE,251 ORCHARD ST,NEW BEDFORD,"$461,971.50"
COUNTY GENERAL CONVENIENCE,518 COUNTY STREET,NEW BEDFORD,"$465,468.25"
MONTE  PIO LUSO AMER,540 ORCHARD ST,NEW BEDFORD,"$466,933.25"
HARI MART,330 HATHAWAY BLVD,NEW BEDFORD,"$476,560.00"
NEW BEDFORD XTRA MART,117 DURFEE STREET,NEW BEDFORD,"$492,191.75"
QUICK MART 3,155 COUNTY STREET,NEW BEDFORD,"$492,429.75"
MARKET BASKET #65,122 SAWYER  ST,NEW BEDFORD,"$496,036.00"
SPEEDWAY #2473,929 KEMPTON ST,NEW BEDFORD,"$498,283.50"
EXPO'S,332 BROCK AVENUE,NEW BEDFORD,"$517,641.00"
LUCKY 7 MINI MART,701 COTTAGE ST,NEW BEDFORD,"$517,737.25"
CUMBERLAND #2287,2012 ACUSHNET AVE,NEW BEDFORD,"$520,703.25"
ONE STOP GAS & VARIETY,1194 KEMPTON STREET,NEW BEDFORD,"$531,501.00"
EXPOS II,309 DARTMOUTH ST,NEW BEDFORD,"$532,849.00"
7-ELEVEN 37361,951 BROCK AVE,NEW BEDFORD,"$536,956.75"
BARRYS FINE WINE & SPIRITS,573 MILL ST,NEW BEDFORD,"$542,694.00"
CORNER STOP,1203 CHURCH STREET,NEW BEDFORD,"$546,102.50"
7-ELEVEN 33065-B,1024 COVE RD,NEW BEDFORD,"$547,254.00"
END ZONE SPORTS PUB,218 COGGESHALL ST,NEW BEDFORD,"$551,633.50"
CHARLIE CONVENIENCE,165 HEMLOCK ST,NEW BEDFORD,"$552,098.75"
STAR MARKET,321 RIVET ST,NEW BEDFORD,"$554,259.75"
JOHN'S LOW PRICE GAS,494 BELLEVILLE AVE,NEW BEDFORD,"$555,432.00"
HARSS EXPRESS MART,775 BROCK AVENUE,NEW BEDFORD,"$556,327.25"
COSTA'S CASH EXPRESS,46 COUNTY ST,NEW BEDFORD,"$561,604.75"
CAFE MONTE CARLO,1478 ACUSNET AVE,NEW BEDFORD,"$566,871.75"
CHUCK'S LIQUORS,60 NAUSET ST,NEW BEDFORD,"$588,682.00"
THE BROWN JUG TAVERN,481 ASHLEY BLVD,NEW BEDFORD,"$593,481.00"
BROOKLAWN LIQUORS,496 ASHLEY BLVD,NEW BEDFORD,"$598,263.75"
WONDER BOWL,66 HATHAWAY ROAD,NEW BEDFORD,"$625,023.75"
FRIENDLY DONUTS,2301 PURCHASE ST,NEW BEDFORD,"$641,903.25"
SUPER P & D MINI MART,114 TALLMAN ST,NEW BEDFORD,"$649,989.00"
SILVA'S DISCOUNT LIQUORS,454 MT PLEASANT ST,NEW BEDFORD,"$655,614.50"
DAIRY MARKET,4443 ACUSHNET AVE,NEW BEDFORD,"$663,214.75"
MIGUEL'S RESTAURANT,253 UNION ST,NEW BEDFORD,"$694,683.75"
KNUCKLEHEAD'S,85 MACARTHUR DR,NEW BEDFORD,"$694,696.75"
COSTA'S CASH EXPRESS,211 UNION ST,NEW BEDFORD,"$698,287.75"
CAFE MIMO,1528 ACUSHNET AVE,NEW BEDFORD,"$710,890.00"
NEW BEDFORD SPORTS CLUB,1790 ACUSHNET AVENUE,NEW BEDFORD,"$738,247.25"
EXPO'S III,1643 ACUSHNET AVE,NEW BEDFORD,"$754,052.75"
COGGESHALL PETRO,171 COGGESHALL ST,NEW BEDFORD,"$758,926.50"
7-ELEVEN 32439-C,1389 PHILLIPS RD,NEW BEDFORD,"$772,119.25"
CUMBERLAND #2275,757 ASHLEY BLVD,NEW BEDFORD,"$802,409.50"
STOP & SHOP #070,1001 KINGS HIGHWAY,NEW BEDFORD,"$827,605.50"
NEWSBREAK,53 POPES ISLAND,NEW BEDFORD,"$830,001.00"
JOE'S GAS,277 NASH RD,NEW BEDFORD,"$851,969.75"
CUMBERLAND #6745,943 SHAWMUT AVE,NEW BEDFORD,"$885,132.50"
GRACE CORNER MINI MART,997 ROCKDALE AVE,NEW BEDFORD,"$900,727.50"
ROYAL RESTAURANT & CAFE,296 NORTH FRONT ST,NEW BEDFORD,"$904,875.25"
HI LO GAS,2790 ACUSHNET AVE,NEW BEDFORD,"$905,060.25"
TRUCCHI'S MARKET #5,2941 ACUSHNET AVE,NEW BEDFORD,"$906,465.25"
STOP & SHOP #098,438 DARTMOUTH ST,NEW BEDFORD,"$912,468.50"
SAM'S FOOD STORE,367 ASHLEY BLVD,NEW BEDFORD,"$935,855.75"
BILTMORE PACKAGE,650 PLEASANT ST,NEW BEDFORD,"$944,774.00"
GAS EXPRESS,52 TARKILN HILL ROAD,NEW BEDFORD,"$952,056.50"
NB SHOP SMART,807 ASHLEY BLVD,NEW BEDFORD,"$977,670.50"
LYNDON'S LIQUOR & CONVENIENCE,3963 ACUSHNET AVE,NEW BEDFORD,"$1,012,281.50"
CAFE SAN PAULO,431-433 BOLTON ST,NEW BEDFORD,"$1,017,941.75"
7-ELEVEN 37356,450 ASHLEY BLVD,NEW BEDFORD,"$1,042,273.75"
CUMBERLAND #2277,810 ROCKDALE AVE,NEW BEDFORD,"$1,047,155.00"
COSTA'S SUNOCO MINI MART,397 SAWYER ST,NEW BEDFORD,"$1,089,026.00"
7-ELEVEN 32432-D,489 ROCKDALE  AVE,NEW BEDFORD,"$1,094,897.25"
SEBASTION'S CAFE & SPORTS BAR,110 COUNTY ST,NEW BEDFORD,"$1,096,422.50"
PETRO MART 2,258 ORCHARD ST,NEW BEDFORD,"$1,099,534.00"
HATHAWAY IRVING,380 HATHAWAY RD,NEW BEDFORD,"$1,147,608.00"
THE CORNER STORE,251 ORCHARD ST,NEW BEDFORD,"$1,182,082.75"
